Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Rate,Lat,Lng,Bank Count
49058,19031,40.8,46777,22137,13.18375282,42.6306916,-85.2929384,9
71405,5687,35.8,55242,23941,15.73764727,31.4061799,-92.396174,12
20634,6562,31.9,79944,35961,9.295946358,38.2201614,-76.4967919,9
38487,762,41.6,38125,18884,24.40944882,35.7310368,-87.2419299,0
58466,509,44.5,69844,36981,9.430255403,46.5594224,-98.3481542,1
89316,1513,38.7,63603,26280,14.87111699,39.564892,-115.9940986,1
66507,1237,31.8,67500,23114,2.425222312,38.9793352,-96.0044121,1
93637,40515,29.5,48974,17449,20.05183265,36.9152938,-120.2051096,0
92392,54557,27.9,58667,19090,19.85446414,34.4854334,-117.4203974,14
49080,15624,40.9,53743,25048,11.97516641,42.446414,-85.5817911,6
53118,7248,46.9,81619,38393,3.214679912,42.9902388,-88.4984991,2
14033,2170,44.3,81979,32764,6.728110599,42.6628737,-78.6909263,1
71331,841,34.3,37109,18372,24.61355529,31.2692973,-92.0469151,0
60645,46913,35,48918,25500,18.4192015,42.0105286,-87.6926257,197
46236,27509,40.3,80833,38140,4.74753717,39.9008411,-85.9611082,47
92285,2739,50.1,22917,17840,37.60496532,34.3350492,-116.5373923,1
46524,2541,32,60033,19849,13.34120425,41.3129797,-86.0325629,3
83830,929,42.7,37244,16450,8.934337998,47.0795166,-116.3845766,0
10553,9895,40.7,58514,26137,15.26023244,40.9071072,-73.8213213,196
64480,325,57.5,65000,34670,11.69230769,40.0720342,-94.6657027,0
44629,2707,35.9,43545,19101,9.050609531,40.3480833,-81.4388858,2
31405,37016,34.6,43051,23719,18.3623298,32.0371137,-81.1747498,49
28635,3920,35.6,30565,14292,23.57142857,36.3338025,-81.1306391,0
63039,1297,31.7,44521,18539,4.703161141,38.4977334,-90.8436885,6
63566,118,38.9,34107,15108,0,40.0361993,-92.9475662,1
11220,103089,32.4,37580,16263,30.76855921,40.6385229,-74.0153231,199
36736,1756,42.3,28333,17708,33.20045558,32.0755092,-87.7664934,0
28618,1871,44.3,41929,23581,9.780865847,36.2119208,-81.5267282,1
53156,3054,42.4,53600,25161,9.790438769,42.8749223,-88.6144839,1
90302,30502,32.4,43042,21718,18.77253951,33.9742906,-118.3520389,124
49616,1884,45.7,39145,18568,17.78131635,44.5769402,-86.0733498,4
12941,1374,44.6,72361,40100,8.806404658,44.3433912,-73.7192528,0
51448,653,40.8,44219,22819,11.3323124,42.2111665,-95.3311652,1
14806,2161,41.6,49792,22379,17.26052753,42.1414761,-77.779537,1
44313,24611,41,48852,31436,14.68042745,41.1426985,-81.5706109,74
17737,5881,42.3,51007,24229,13.1100153,41.2806213,-76.6643728,3
19372,1536,35.3,75347,44586,2.799479167,39.9991738,-75.7618593,29
15081,342,50.2,31500,22177,20.76023392,40.5785167,-80.236488,35
46617,9947,33,48726,27706,21.40343822,41.6841001,-86.231094,81
67849,486,43,63214,26015,4.938271605,38.146514,-99.7009754,1
60137,38384,41.1,89386,47759,5.460608587,41.853696,-88.0607565,143
49415,6260,44.3,51587,26853,6.757188498,43.1669959,-86.1141045,9
2056,11274,42.5,134104,43630,4.479332979,30.7554142,-100.5861245,0
28436,2170,37.9,45417,22077,13.13364055,34.2755079,-78.2703951,0
75457,6116,40.7,39909,26517,15.89274035,33.172705,-95.2057909,7
77328,15666,34,48250,19670,18.51780927,30.3792489,-95.1849219,0
35117,5550,37.5,72500,29385,13.53153153,33.6793182,-86.8922723,12
22025,16955,40,115000,48008,3.108227661,38.5947311,-77.3381855,43
77373,55927,32.4,67742,25921,9.578557763,30.0605454,-95.3834854,36
22642,3912,37.1,76198,28685,10.60838446,38.9465403,-78.0766036,0
57004,3563,39.7,53958,25930,3.704743194,43.0894534,-96.7922355,3
31007,1105,41.8,29417,14202,18.64253394,32.1773202,-83.9426698,0
98362,22052,47.5,43827,25914,14.38871758,47.9506586,-123.3456072,0
25669,908,44,35302,16972,23.78854626,37.9381897,-82.4644445,0
49781,4303,44.2,39838,23000,15.26841738,46.0316836,-84.7552977,0
11693,11335,39.1,50570,25149,21.44684605,40.6166766,-73.8272029,83
73673,352,53.6,40234,26554,16.19318182,35.0343164,-99.5673479,0
36688,545,20.1,,3086,0,30.6954595,-88.174414,102
16029,647,40,41875,22128,13.29211747,40.8756815,-79.841579,17
85743,28858,41.2,69577,32411,7.422551805,32.3324642,-111.2129616,0
34209,33008,54.1,51572,28711,9.294716432,27.5073732,-82.6375402,65
38224,1044,39.2,36932,19238,20.11494253,36.4053896,-88.4984991,1
52560,483,44.6,53472,21979,11.18012422,40.8259755,-92.2335066,0
78941,2754,45.7,40304,23115,11.29266521,29.7574106,-97.1574784,0
50201,8139,40.4,56619,28908,7.777368227,42.065743,-93.4599326,7
86507,2464,24.1,22009,8346,48.29545455,36.4106866,-109.2593642,0
93545,2214,40.6,32473,18444,18.06684734,36.5131184,-118.0888578,0
54151,3376,45.7,45813,23500,13.24052133,45.715354,-87.9804239,2
28076,1060,30,25221,9871,52.45283019,35.266252,-81.7932261,0
92843,44351,33.3,51991,17186,20.31972222,33.7675239,-117.9424743,172
47434,115,52.5,,21634,0,39.0126074,-86.5454322,0
24843,140,60.4,20673,14761,37.14285714,37.4731506,-81.7010143,0
73951,1085,28.7,43125,16762,22.94930876,36.9306369,-101.048549,0
36558,3946,42.1,42500,21410,13.71008616,31.5722275,-88.362785,0
43030,180,54,,27844,0,39.9595844,-82.4153441,11
17018,4175,47.1,58438,32552,6.682634731,40.4011263,-76.8836261,5
2382,14567,39.1,72462,32541,7.736665065,36.775953,-84.1572148,7
97389,1576,36.5,46250,21717,16.18020305,44.5277138,-123.0941587,1
48469,1175,56.4,44438,25798,14.63829787,43.4238357,-82.5510469,1
99737,4964,33.5,71250,32842,11.42224013,63.8367895,-145.1298259,0
27541,4295,45.1,56346,27996,5.797438882,36.2603922,-79.0871005,0
57078,18894,40.7,50660,27293,12.96178681,42.9124127,-97.4597725,14
26205,3079,41.8,32128,16382,35.85579734,38.3297234,-80.621591,2
25427,12630,42.9,54619,27919,10.72842439,39.5113324,-78.0880129,0
44867,2294,42.1,59268,27746,6.800348736,41.1388267,-83.0039075,1
14855,988,29.3,43750,15913,20.85020243,42.1589149,-77.4931403,0
42456,1438,39.6,47930,21130,14.5340751,37.5070164,-87.5593613,0
25571,2371,43.7,36650,16769,26.40236187,38.2770826,-82.1822399,5
36701,22605,39.4,32136,20992,26.14023446,32.4800392,-87.0424393,11
66088,2579,42.8,50667,25268,7.98759209,39.3183799,-95.435853,1
72680,769,46.6,28750,23495,21.58647594,35.8825209,-92.2925911,0
75783,7486,45.1,40322,23210,12.03580016,32.8260186,-95.435853,3
59201,5193,30.8,42699,17624,20.75871365,48.379169,-105.6163785,0
78742,810,33.6,19688,15485,50.86419753,30.2406057,-97.6602365,13
7603,8231,38.7,77821,31670,8.832462641,40.0434508,-81.4263054,0
13068,5693,44,66480,30384,7.728789742,42.5014845,-76.3521514,3
25253,2118,38.9,40245,18032,22.56846081,38.8993559,-81.9752995,0
36619,15405,37.9,55962,24392,11.1716975,30.5960565,-88.1974148,42
15937,601,45.7,65000,24503,5.158069884,40.2084869,-78.9885845,3
71834,1385,53.3,39821,23159,20.64981949,33.1515268,-93.9470396,0
71825,686,32.6,35625,13098,36.1516035,33.8682784,-93.5509074,0
54229,4123,40.4,68667,29538,5.918020859,44.5485744,-87.8353278,0
25865,1368,38.8,65163,25341,10.30701754,37.7252022,-81.3619402,1
25559,2105,41.9,55120,22464,11.11638955,38.3233363,-82.2474648,2
19057,18171,38,62863,25069,9.515161521,40.1344021,-74.8565613,82
78885,106,55.5,80417,38706,4.716981132,29.7918251,-99.5228528,0
84118,67019,30.4,61203,19777,12.23235202,40.6479987,-112.0059052,73
58369,1306,38.9,29375,17469,30.93415008,48.9696899,-99.7917612,0
85233,39027,34.7,75365,32900,7.628052374,33.3519301,-111.8210866,123
95237,3269,38.7,44542,22400,16.70235546,38.160627,-121.1424001,2
59752,3236,44,51176,25177,8.683559951,45.8869053,-111.5684932,3
10007,6525,34,216037,157713,2.206896552,40.7136487,-74.0087126,200
63935,9863,42.5,31208,16144,27.92253878,36.6488463,-90.9438468,0
17327,8190,46.7,67791,32177,3.504273504,39.7719423,-76.7567368,18
22952,2088,46.3,43095,23158,5.651340996,37.9545568,-78.9627624,0
57568,647,45.2,51700,28055,7.882534776,43.9119937,-100.1255164,1
4010,1336,47.6,45592,25609,10.62874251,40.4342726,-77.236526,3
55060,28884,39.4,54945,27727,10.4313807,44.0888533,-93.2181477,12
62633,690,50.3,56250,27852,7.536231884,40.2065985,-89.8692203,1
96783,2149,40.4,31705,17613,21.77757096,19.8344853,-155.1135807,0
56453,855,41,50089,21875,12.86549708,46.3037542,-95.1628544,0
16870,6735,39.1,84808,37320,3.414996288,40.8033255,-78.0880129,0
30152,41689,36.7,74559,35046,7.404831011,34.0041089,-84.6583745,39
44305,21899,37.6,36944,18868,23.43486004,41.0745913,-81.460856,95
47232,3280,37.4,60128,21838,13.35365854,39.1100449,-85.7974141,0
54822,4585,39.9,48598,22565,11.23227917,45.4180506,-91.7211948,7
30666,9287,37.3,53627,23167,8.301927425,33.9527142,-83.581615,3
36858,540,37.4,71563,25395,2.407407407,32.2912801,-85.2929384,0
38870,2559,40.8,53443,22094,7.463853068,34.0752962,-88.3433623,1
49269,5954,43,48185,24291,19.83540477,42.2859231,-84.5850997,1
13495,2168,38.4,48576,24413,9.086715867,43.1142866,-75.2741557,31
58494,357,42.2,48500,29216,5.602240896,47.1813085,-100.3049045,1
23602,39925,36.7,61343,30030,10.43456481,37.1120848,-76.5372625,56
11105,36190,35.3,57525,33537,13.53688864,40.7787902,-73.9065883,200
71340,1612,33.7,30560,19909,8.498759305,31.8200828,-91.851343,2
7606,2371,39.4,68750,33300,4.555040067,47.3688642,-124.2303763,1
84072,529,30.3,48654,18735,0.756143667,40.3536565,-110.7360863,0
12148,4322,44.2,107540,44237,1.758445164,42.840262,-73.8536683,54
55435,12286,46.9,56213,47347,3.898746541,44.8721412,-93.3338547,116
54747,2583,39,41755,22124,16.2601626,44.4083424,-91.5015009,0
67835,3105,33.4,52188,22510,13.68760064,37.9900677,-100.3048897,0
66614,31709,38.8,53673,30118,11.87675423,39.013101,-95.85121,17
8324,670,42.5,67772,28069,14.47761194,46.9806601,15.7416507,7
60433,17220,35.4,43644,18967,18.63530778,41.4997384,-88.0460894,34
27249,12596,42.1,50095,25651,10.86852969,36.1663776,-79.5940544,0
95008,45187,37.3,87204,44023,7.395932458,37.2770029,-121.9529992,165
30601,21349,26,20884,13402,47.20127406,34.006845,-83.3468784,27
81087,192,26.8,34500,13210,2.083333333,37.3507103,-102.4495221,0
1527,13264,43,71832,32329,5.247285887,33.6538868,-81.5989971,1
78214,23611,33.6,27222,13595,34.17898437,29.3172731,-98.4677851,30
8872,20041,37.7,72956,32666,6.366947757,47.14149,9.0980613,15
23832,32263,37.2,75942,31379,4.745373958,37.3976686,-77.5963271,29
78414,33033,34,75971,33464,5.542941907,27.6474296,-97.3624598,26
77880,1637,48.8,38672,25386,17.95968235,30.2674226,-96.1739116,0
49234,2665,47.3,58250,30245,16.62288931,42.1277049,-84.3647199,1
55396,2231,41.8,48919,23296,13.5365307,44.580169,-94.356513,3
2717,4356,42.8,81150,32987,3.558310376,46.1252335,-86.5191127,0
78072,570,41.2,42083,21532,20.70175439,28.2610528,-98.6160674,0
3448,662,50.8,45417,26556,12.08459215,36.8491276,-83.4786993,0
76377,787,41.3,48750,22710,6.861499365,34.0190414,-98.2760021,0
27358,14998,43,88382,40210,4.320576077,36.2345022,-79.8856824,4
34224,15432,60.1,39645,24929,14.34033178,26.9288268,-82.3126294,18
62025,33736,35.2,72877,34115,9.097106948,38.8414469,-89.9440061,24
87528,3405,29,39725,16182,20.76358297,36.7078973,-106.9594723,0
32025,23341,35.2,39916,17493,16.04472816,30.111156,-82.5834947,0
61929,652,45.7,47891,23964,5.214723926,39.8295453,-88.6530753,1
18223,122,43.7,49458,37056,25.40983607,40.9922168,-75.9350072,25
30236,44082,33.9,40107,21374,22.28347171,33.5213067,-84.3226488,28
98106,23855,35.3,57875,27922,16.38230979,47.5476069,-122.3514653,173
41073,5810,37.7,53396,26881,9.432013769,39.0992398,-84.4776372,190
66052,2021,42.8,57848,27076,6.82830282,39.0141289,-95.0494602,0
61270,7159,45.2,54206,27990,8.436932532,41.8004348,-89.9626799,6
61604,31427,36.8,40630,21137,21.60880771,40.7001416,-89.6581073,50
85383,38400,36.7,101526,37735,3.5703125,33.7868136,-112.28609,5
15206,29098,36.6,33792,27733,20.10103787,40.4720642,-79.9136731,168
64639,257,48.9,57917,25446,4.280155642,39.3794032,-93.238251,0
49639,2617,40.7,41570,17687,14.97898357,43.8312621,-85.3756249,0
32683,337,45.9,36563,13575,59.94065282,29.2720518,-82.7751622,0
62340,1569,43.8,38036,20380,20.84130019,50.8621076,1.8577529,7
624,25340,34.2,14768,6761,59.56985004,37.1651421,-82.5247603,8
10913,5175,41.8,122857,46193,1.835748792,41.0711228,-73.9536163,70
24137,2893,46.3,54979,30491,11.61424127,36.9109694,-79.6726632,0
27853,659,42.8,25966,11178,40.06069803,36.5219992,-77.3209555,0
6444,134,29.7,103636,22178,0,35.9801029,-93.768637,0
76599,1480,35,,8815,0,31.4748803,-97.7367476,6
52141,1390,42.5,39679,21960,18.34532374,42.9497646,-91.6178011,1
692,37618,35,18500,9273,49.20250944,37.2258653,-80.0582318,56
56343,930,42.4,48417,24153,8.924731183,45.7800013,-95.7209968,2
17946,215,62.1,15469,10440,59.53488372,40.8058719,-76.2445864,12
84020,42751,30.4,89922,33164,4.392879699,40.4960215,-111.8687825,45
93428,6393,58.4,59813,40682,7.961833255,35.5925142,-121.0564425,2
24083,2277,46.4,91295,47678,0.658761528,37.4047916,-79.9248669,19
59846,1148,58.5,52891,26606,10.27874564,47.1334522,-114.4918933,0
5492,727,41,53315,23399,12.1045392,55.392363,10.1473917,2
10803,12439,39.7,140000,73808,3.006672562,40.8996475,-73.8036752,191
30177,1369,35.9,33866,15101,10.44558072,34.4153599,-84.3726049,5
27043,6225,46,48410,24449,15.96787149,36.3334581,-80.4326521,7
60437,157,49.8,36563,23715,8.917197452,41.1815419,-88.5661953,0
41649,3004,41.4,25458,15356,28.36218375,37.5806385,-82.8317486,3
97396,2827,44.3,36848,18929,16.94375663,45.1916734,-123.514262,0
35475,14315,33.9,69924,28117,3.548725114,33.4368605,-87.5593613,0
54022,21786,28.8,60016,27608,14.18801065,44.858921,-92.5792482,6
76638,3083,41.2,77679,36692,7.362958158,31.5368553,-97.4489531,1
28327,15333,40.6,51609,23841,14.78510402,35.40687,-79.4253776,5
19023,22710,30.2,38790,18351,24.02025539,39.9200613,-75.2683228,197
72722,3171,37.7,37198,16971,22.23273415,36.3438006,-94.4284985,2
85262,11034,54.4,125884,80227,2.872938191,33.791108,-111.8091625,2
76031,17360,36.1,46714,20226,15.69700461,32.3470049,-97.330053,15
57429,109,36.1,40000,20763,2.752293578,45.1612271,-98.3147793,0
4622,1480,40.8,40104,20084,17.77027027,32.1379646,-94.999149,0
17938,2489,42.7,58409,23520,4.660506227,40.6551387,-76.4910093,3
50543,1562,44.5,44583,23616,15.87708067,42.2750407,-94.2743628,2
8234,42491,39.3,71316,29387,8.020521993,47.3908128,15.9799981,11
94539,51494,41.2,143949,50701,3.625665126,37.5148444,-121.9131761,57
52533,1626,42.6,49938,21050,7.626076261,41.0393072,-92.1646722,0
12456,707,37.5,48993,17639,2.121640736,42.0344874,-73.9976946,12
48191,3736,41.8,72204,25659,10.59957173,42.1247778,-83.5603112,0
13402,1587,46.4,43387,19660,22.0541903,42.8958176,-75.5160235,4
21061,53491,36,60430,29841,10.73077714,39.1511679,-76.6239423,68
7724,21758,41.7,78064,39958,6.135674235,31.8704128,-85.9890392,3
97022,3208,43.9,66927,24343,10.28678304,45.3551259,-122.3293482,8
38049,4572,36.2,32386,24972,20.8223972,35.3676615,-89.5308903,0
27262,24635,38.5,39867,22889,21.29490562,35.9679365,-80.0423151,31
53588,3831,44.8,58086,29862,9.814669799,43.2133937,-90.1120696,6
79021,104,26.5,56250,17961,25.96153846,33.9500835,-102.0004411,0
68930,1430,44.7,44643,22939,11.11888112,40.2860295,-98.4403573,1
17774,1261,35.7,45795,20033,13.79857256,41.2642364,-76.5257007,0
92543,34406,36.5,26909,14425,30.7795152,33.6991526,-116.9793554,26
12804,26308,44.6,60152,32970,9.14550707,43.3228611,-73.7242486,31
69334,2305,46.5,43575,21241,12.10412148,41.813568,-103.3125299,1
55063,9171,43.2,47556,22709,13.60811253,45.8232502,-92.9703854,6
56529,4047,32.2,46116,21554,16.48134421,46.8772685,-96.6962754,31
36370,929,43.9,44018,21152,10.33369214,31.1375707,-85.1583064,0
39180,33827,37.1,40661,21209,24.25577202,32.2170441,-90.8675134,1
78611,13226,44.6,48409,23381,15.18977771,30.7699023,-98.265058,7
49112,10253,39.5,49712,21768,12.05500829,41.7917622,-86.0325629,7
57785,9276,45.9,38638,24036,14.80163864,44.4154703,-103.5090025,5
10984,3317,42.5,112016,39093,0.452215858,41.2099325,-74.0153231,36
44708,25341,42.8,44731,26042,14.60873683,40.8122437,-81.4388858,104
35951,12839,35.7,37210,19602,20.91284368,34.3387367,-86.1955169,12
57075,791,52.9,49375,39309,14.41213654,43.9776779,-96.9853474,0
79416,32772,26.2,45937,23645,19.80349078,33.6036178,-101.9690458,44
16153,2686,44.6,50714,22506,15.93447506,41.3229151,-80.0870155,2
37923,27624,37,53893,30167,11.23298581,35.9276062,-84.0854432,95
12010,28802,41.7,44256,25059,17.6098882,42.9297842,-74.1474846,12
42717,6711,43.4,30985,16875,23.31992252,36.7776446,-85.354965,3
26202,762,42.1,49205,17950,3.543307087,38.2251814,-80.621591,1
33542,21178,54.2,32174,20291,19.20861271,28.2333268,-82.1768018,15
63038,6631,45.5,106513,54149,2.684361333,38.5775338,-90.6867939,14
6062,17767,42.4,60630,32531,6.613384364,-31.8872484,115.9054062,110
77520,37735,32.1,43409,18650,21.62978667,29.7299827,-94.9870491,21
76373,281,36.4,45948,15359,0,34.1466902,-99.1234795,0
12429,273,38.7,114129,43122,0,41.8214302,-73.9624327,9
61606,7989,21.9,35904,17917,30.27913381,40.6974655,-89.6133926,57
26807,2886,45.6,36550,20860,18.19126819,38.6518998,-79.4028639,3
60018,28749,39.9,54688,25289,11.30821942,42.0144814,-87.8991514,148
38844,153,58.9,36071,20537,16.99346405,33.8176859,-88.2558525,0
23146,3107,47,77207,37414,5.857740586,37.7363302,-77.7223162,2
65017,1580,44.2,42083,19123,20.56962025,38.0582333,-92.4801989,1
30120,37250,35.9,44141,20678,19.53288591,34.1577811,-84.8776392,12
49048,25434,34.9,41443,20479,24.02296139,42.2766433,-85.5097226,37
6019,10249,45.1,88281,44781,3.766221095,-31.896864,115.7634366,92
73743,132,42.5,50000,24770,7.575757576,36.5664065,-97.9933488,0
92252,10047,45,42338,22951,18.77177267,34.193766,-116.2540856,1
17214,1158,44.7,52112,29722,8.635578584,39.753684,-77.4730653,5
58647,1156,47,49375,26557,5.882352941,46.4819779,-102.913013,1
98051,3852,42.3,77623,32555,6.464174455,47.3298582,-121.8794853,0
23665,5593,22.2,52313,18789,3.969247273,37.0860239,-76.3579401,32
59743,159,57.4,39293,27250,20.12578616,45.6898627,-112.6372651,0
49036,23706,41.6,42635,21336,14.79794145,41.9327779,-85.0649071,17
12759,2033,30.1,37902,13996,25.62715199,41.775259,-74.6576091,10
79705,32784,36.8,68649,38947,8.906783797,32.0688848,-102.0946818,49
4637,123,65.4,31125,33564,2.43902439,29.3442557,-98.980857,0
6883,10261,42.5,207262,90552,1.773706266,47.3007799,9.9603249,6
35801,22253,44,59352,41807,8.668494136,34.7364493,-86.5501654,68
77378,14151,34.7,48136,24117,19.37672249,30.4882668,-95.3311652,0
63951,219,48.8,47768,20417,25.11415525,37.0826711,-90.2620042,0
47932,5381,42.5,53462,26981,8.028247538,40.1366826,-87.4009165,4
75942,289,38.1,43512,15008,26.29757785,30.8182143,-94.4288102,4
2543,736,49.7,66250,50348,8.559782609,38.5324071,-82.6953898,38
51049,476,47.9,47847,22334,12.39495798,42.6366175,-95.6563119,0
92115,61084,27.5,41866,21011,25.69576321,32.7612759,-117.0735241,111
16699,820,34.7,,4506,0,40.46,-78.59,8
28529,2653,45.1,41858,20985,16.50961176,35.0797761,-76.8836261,0
25414,17147,40.1,72833,32308,11.13897475,39.2536087,-77.8710285,15
27549,24784,40.3,36969,20001,18.5321175,36.0730279,-78.2476146,7
14113,630,45.6,47500,33149,10.31746032,42.6839855,-78.3273245,0
91405,54435,32,38847,17645,26.1100395,34.2037124,-118.4571974,175
92111,47271,35.9,57350,27391,18.79799454,32.8256427,-117.1558867,139
69101,29745,38.4,45156,25867,11.58177845,41.2169959,-100.7548851,2
97229,59983,37.8,100063,44657,4.851374556,45.5593978,-122.807445,59
22066,19475,43.5,214219,89776,1.201540436,39.0188593,-77.3094674,53
48084,14689,37,84331,44055,5.568792974,42.5586572,-83.1809776,120
35907,8339,40.7,70147,26791,5.144501739,33.8890435,-86.0325629,4
37743,26696,44.8,34855,19552,21.76730596,36.0941226,-82.8640623,3
730,37931,37,16259,9768,50.79486436,45.9145209,-119.279444,5
57725,110,66.6,57841,21549,16.36363636,43.9365164,-102.8514837,0
76310,18492,37.2,63646,27924,10.19900498,33.7928627,-98.5062007,7
59542,262,34,33214,17982,13.74045802,48.8372286,-108.3120579,0
76135,20550,39.8,52945,27715,13.94160584,32.8447037,-97.4705935,12
13637,4270,28.4,55104,23870,18.64168618,44.0963283,-75.8301537,3
37345,2155,46,38688,20549,15.68445476,35.046689,-86.2361744,1
63030,315,41,49441,22871,7.936507937,38.1348152,-90.7437761,0
26574,553,40.9,44038,21078,21.15732369,39.5562628,-80.1777417,3
33559,16952,34.4,55643,27345,11.43817839,28.1537767,-82.4156829,53
27822,8082,43.6,46250,21943,18.70824053,35.7978006,-77.8595963,7
69130,5411,41.6,46899,21825,12.84420625,40.8911427,-99.9465077,4
46996,7358,40.1,45412,20784,16.5941832,41.0326638,-86.7013894,1
12464,935,58.1,49911,37118,3.636363636,42.0748618,-74.3352858,2
59453,337,42.4,38750,20918,10.08902077,46.6266707,-109.7628306,0
72347,689,45.3,31471,19479,15.38461538,35.364439,-91.0011902,1
13312,320,56.1,41250,30699,14.6875,43.7127771,-75.1778853,0
41046,1991,24,37585,13209,27.22250126,38.7099232,-84.7889907,0
29834,1344,38.9,32375,16178,20.83333333,33.5199743,-81.8422446,9
83634,25875,31,59221,16711,16.45217391,43.4356614,-116.2605101,0
68005,24163,34.2,53794,25101,13.99246782,41.1596468,-95.9092754,32
11722,38241,33.1,67023,21935,10.82869172,40.7881249,-73.1939612,114
48659,2781,43.1,44315,19879,12.54944265,44.1093153,-83.9955879,0
55342,2065,42.2,55982,26832,7.89346247,44.7137564,-94.7691586,1
28395,1953,39.5,39813,23319,18.02355351,35.1401497,-78.7589558,1
79703,21214,30.5,57842,23946,8.80079193,31.9810423,-102.1346874,79
58075,9028,35.9,51179,27588,12.72707133,46.2817215,-96.6992778,11
33025,57766,32.9,51822,23660,12.01398747,25.9906428,-80.2793593,112
47367,123,39.8,41250,16255,0,40.0775267,-85.3917599,0
13335,1721,41.4,52083,22636,12.66705404,42.7015231,-75.2712393,1
19076,6606,36.2,67727,26908,10.44504995,39.885086,-75.3091483,144
68147,10339,33,53997,22024,17.55488925,41.1775208,-95.9515399,61
84764,163,27,38750,19698,24.5398773,37.6215335,-112.1549442,1
38229,2948,43.5,36800,19886,17.33378562,36.2334,-88.6144839,2
70748,6440,43,41489,17350,17.14285714,30.8328549,-91.2025207,2
97711,123,34.5,27188,12480,41.46341463,44.7135374,-120.6149684,0
50315,35873,34.4,41793,20989,16.15421069,41.5346558,-93.6116494,55
23228,33844,35.1,44224,23998,15.56258126,37.6164453,-77.4816693,115
32535,6015,37.8,34107,13066,14.28096426,30.9724762,-87.3711477,0
49893,2008,47.9,59696,27882,8.964143426,45.2932752,-87.6120353,0
38504,1167,38.6,46786,19634,9.340188518,36.3966879,-84.7420032,0
5483,1481,35.9,65039,24743,7.494935854,46.7387124,-92.2849525,2
93954,222,31.8,39167,12520,40.54054054,36.1184726,-120.9589496,0
13635,837,46,33194,21320,17.68219833,44.2825835,-75.2452318,0
3048,3513,43.6,62321,28864,11.07315685,32.4402155,-91.7290464,5
17097,746,44.6,49904,25655,6.702412869,40.572085,-76.6860267,3
22027,2567,44.9,187768,61580,4.830541488,38.8934705,-77.2203966,196
97146,5795,40.1,41192,23133,17.01466782,46.1278512,-123.927441,3
47670,12140,39.5,45915,23971,12.42174629,38.3544747,-87.5593613,10
43050,28612,41.9,42576,23495,16.33230812,40.3521894,-82.5185837,11
39097,495,58,26838,17399,34.94949495,33.0100039,-90.5825359,0
93925,1708,32.5,70909,23642,7.142857143,36.5999881,-121.3770336,0
33029,47086,36.6,88264,30976,3.32370556,25.9839048,-80.4326521,14
74066,31116,38.9,44675,22844,13.51716159,35.9980959,-96.1314928,13
